0.25, 0.6906
0.25, 0.5412
0.25, 0.5418
0.25, 0.1971
0.25, -0.0729
0.25, -0.4583
0.25, -0.5889
0.25, -0.5395
0.25, -0.5401
0.25, -0.5407
0.25, -0.5413
0.25, -0.7721
0.25, -0.9531
0.25, -1.0192
0.25, -1.1104
0.25, -1.2017
0.25, -1.178
0.25, -1.1793
0.25, -1.1806
0.25, -1.0668
0.25, -0.8628
0.25, -0.5685
0.25, -0.2989
0.25, -0.1441
0.25, -0.0792
0.25, -0.2194
0.25, -0.1946
0.25, -0.1948
0.25, -0.195
